artist;nationality;author;title;description;depicted_people;date;medium;dimensions;institution;department;place_of_discovery;object_history;exhibition_history;credit_line;inscriptions;notes;accession_number;place_of_creation;source;permission;other_versions;references;depicted_place;categories;wikidata;image_height;image_width;imageurl;object_type;location;public_domain;has_image
{{Creator:Agnes Slott-Møller}};;;{{da|Æbleblomster}};;;1900;Blyant og vandfarve;{{Size|unit=mm|width=259|height=202}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Overdraget til Kobberstiksamlingen af fru Suzette Sthyr, Lykke Slott-Møllers kusine og boets eksekutor}}<br/>* {{ProvenanceEvent|date=1988-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=Dateret f.n.t.h. med blyant: "Maj 1900"}};;KKSgb8354/20;;* {{SMK API|KKSgb8354/20}}<br/>* {{SMK Open|KKSgb8354/20}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjgzNTRfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4MzU0LzIwIiwibnVtIjoiIn1d/KKSgb8354/20.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;*{{citation|title=Agnes Slott-Møller: skønhed er til evig glæde|author=unknown|others=Afb. p. 89|id=C 40506|year=2008}};;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9LS1NnYjgzNTRfY3JvcC50aWYuanAyL2Z1bGwvZnVsbC8wL25hdGl2ZS5qcGciLCJwdWJsaWNfZG9tYWluIjp0cnVlLCJvYmplY3RfbnVtYmVyIjoiS0tTZ2I4MzU0LzIwIiwibnVtIjoiIn1d/KKSgb8354/20.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Kvinde på en trappe}};;;1896;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=Dateret f.o.t.h. med blyant: "Aug 96."}};;KKSgb8353/14;;* {{SMK API|KKSgb8353/14}}<br/>* {{SMK Open|KKSgb8353/14}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNCIsIm51bSI6IiJ9XQ==/KKSgb8353/14.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNCIsIm51bSI6IiJ9XQ==/KKSgb8353/14.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Tre udkast til billeder, alle kvadrerede}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/24;;* {{SMK API|KKSgb8353/24}}<br/>* {{SMK Open|KKSgb8353/24}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNCIsIm51bSI6IiJ9XQ==/KKSgb8353/24.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjQudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNCIsIm51bSI6IiJ9XQ==/KKSgb8353/24.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Studier af kvindedragt og dragtspænder}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/27;;* {{SMK API|KKSgb8353/27}}<br/>* {{SMK Open|KKSgb8353/27}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjcudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNyIsIm51bSI6IiJ9XQ==/KKSgb8353/27.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjcudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNyIsIm51bSI6IiJ9XQ==/KKSgb8353/27.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Kompositionsudkast}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/16;;* {{SMK API|KKSgb8353/16}}<br/>* {{SMK Open|KKSgb8353/16}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTYudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNiIsIm51bSI6IiJ9XQ==/KKSgb8353/16.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTYudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNiIsIm51bSI6IiJ9XQ==/KKSgb8353/16.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Rids af kvinde i sejlbåd og et par ved et bord. Begge kvadrerede}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/23 verso;;* {{SMK API|KKSgb8353/23 verso}}<br/>* {{SMK Open|KKSgb8353/23 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjNfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMyB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/23 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjNfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMyB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/23 verso.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Stævnen af en båd}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/27 verso;;* {{SMK API|KKSgb8353/27 verso}}<br/>* {{SMK Open|KKSgb8353/27 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjdfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNyB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/27 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjdfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNyB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/27 verso.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Sejlbåd med muntert selskab}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/20 verso;;* {{SMK API|KKSgb8353/20 verso}}<br/>* {{SMK Open|KKSgb8353/20 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjBfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMCB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/20 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjBfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMCB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/20 verso.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Svaner i flugt. "Den danske friske Strand med vilde svaners Rede"}};;;1896-1897;Blyant, vandfarve og højhvidt;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=Påskrift t.h. under billede med blyant: "den danske friske Stand med vilde // svaner Rede // I ganske [?] Der mit Kjære Hjem / [...]!"}};;KKSgb8353/13;;* {{SMK API|KKSgb8353/13}}<br/>* {{SMK Open|KKSgb8353/13}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTMudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMyIsIm51bSI6IiJ9XQ==/KKSgb8353/13.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTMudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMyIsIm51bSI6IiJ9XQ==/KKSgb8353/13.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Tre rids af en jolle for sejl, torsoen af en kvinde og hovedet af en mand med hat}};;;1896;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;{{inscription |1=Dateret t.h.m.f. med blyant: "1 Novb. 96.-"}};;KKSgb8353/23;;* {{SMK API|KKSgb8353/23}}<br/>* {{SMK Open|KKSgb8353/23}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjMudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMyIsIm51bSI6IiJ9XQ==/KKSgb8353/23.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjMudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMyIsIm51bSI6IiJ9XQ==/KKSgb8353/23.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|To studier af kvindehoved med fjerprydet hovedbeklædning}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/10 verso;;* {{SMK API|KKSgb8353/10 verso}}<br/>* {{SMK Open|KKSgb8353/10 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTBfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMCB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/10 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTBfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMCB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/10 verso.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|To kompositionsudkast}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/26;;* {{SMK API|KKSgb8353/26}}<br/>* {{SMK Open|KKSgb8353/26}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjYudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNiIsIm51bSI6IiJ9XQ==/KKSgb8353/26.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjYudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNiIsIm51bSI6IiJ9XQ==/KKSgb8353/26.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Kompositionsudkast}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/25 verso;;* {{SMK API|KKSgb8353/25 verso}}<br/>* {{SMK Open|KKSgb8353/25 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjVfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNSB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/25 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjVfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yNSB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/25 verso.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Rids af en sejlbåd}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/21;;* {{SMK API|KKSgb8353/21}}<br/>* {{SMK Open|KKSgb8353/21}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjEudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMSIsIm51bSI6IiJ9XQ==/KKSgb8353/21.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMjEudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8yMSIsIm51bSI6IiJ9XQ==/KKSgb8353/21.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Kvinde i døråbning}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/12;;* {{SMK API|KKSgb8353/12}}<br/>* {{SMK Open|KKSgb8353/12}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTIudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMiIsIm51bSI6IiJ9XQ==/KKSgb8353/12.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTIudGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xMiIsIm51bSI6IiJ9XQ==/KKSgb8353/12.jpgDrawing;True;True
{{Creator:Agnes Slott-Møller}};;;{{da|Kvinde i halvfigur og kappeklædt figur på en vindblæst høj}};;;1896-1897;Blyant;{{Size|unit=mm|width=254|height=152}};{{Institution:Statens Museum for Kunst, Copenhagen}};;;* {{da|Lykke Slott-Møller&semi overdraget Kobberstiksamlingen 1937 af fru Suzette Sthyr, kusine til Lykke Slott-Møller og eksekutor for boet efter denne}}<br/>* {{ProvenanceEvent|date=1936-12-31|type=acquisition|newowner=[[Statens Museum for Kunst]]}};;;;;KKSgb8353/16 verso;;* {{SMK API|KKSgb8353/16 verso}}<br/>* {{SMK Open|KKSgb8353/16 verso}}<br/>* [https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTZfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNiB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/16 verso.jpg image];{{Licensed-PD-Art|PD-old|Cc-zero}}<br/>	{{Statens Museum for Kunst collaboration project}};;;;[[Category:Drawings in Statens Museum for Kunst]];;;;https://api.smk.dk/api/v1/download/W3siaW1nX3VybCI6Imh0dHBzOi8vaWlwLnNtay5kay9paWlmL2pwMi9ra3NnYjgzNTNfMTZfdmVyc28udGlmLmpwMi9mdWxsL2Z1bGwvMC9uYXRpdmUuanBnIiwicHVibGljX2RvbWFpbiI6dHJ1ZSwib2JqZWN0X251bWJlciI6IktLU2diODM1My8xNiB2ZXJzbyIsIm51bSI6IiJ9XQ==/KKSgb8353/16 verso.jpgDrawing;True;True
